id_GO	type	name
0060313P	P	negative regulation of blood vessel remodeling
0002692P	P	negative regulation of cellular extravasation
0043314P	P	negative regulation of neutrophil degranulation
0035023P	P	regulation of Rho protein signal transduction
0043114P	P	regulation of vascular permeability
0005085F	F	guanyl-nucleotide exchange factor activity
0000480P	P	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
0000447P	P	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
0000472P	P	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
0034462P	P	small-subunit processome assembly
0021522P	P	spinal cord motor neuron differentiation
0006366P	P	transcription from RNA polymerase II promoter
0003713F	F	transcription coactivator activity
0019005C	C	SCF ubiquitin ligase complex
0003746F	F	translation elongation factor activity
0042787P	P	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
0097237P	P	cellular response to toxic substance
0071244P	P	cellular response to carbon dioxide
0071400P	P	cellular response to oleic acid
0061429P	P	positive regulation of transcription from RNA polymerase II promoter by oleic acid
0043618P	P	regulation of transcription from RNA polymerase II promoter in response to stress
0003989F	F	acetyl-CoA carboxylase activity
0004075F	F	biotin carboxylase activity
0006084P	P	acetyl-CoA metabolic process
2001295P	P	malonyl-CoA biosynthetic process
0051289P	P	protein homotetramerization
0001650C	C	fibrillar center
0006768P	P	biotin metabolic process
0046949P	P	fatty-acyl-CoA biosynthetic process
0044268P	P	multicellular organismal protein metabolic process
0031325P	P	positive regulation of cellular metabolic process
0045540P	P	regulation of cholesterol biosynthetic process
0001894P	P	tissue homeostasis
0009374F	F	biotin binding
0097009P	P	energy homeostasis
0043086P	P	negative regulation of catalytic activity
0031999P	P	negative regulation of fatty acid beta-oxidation
0060421P	P	positive regulation of heart growth
0010884P	P	positive regulation of lipid storage
0031667P	P	response to nutrient levels
0046322P	P	negative regulation of fatty acid oxidation
0005623C	C	cell
0050692F	F	DBD domain binding
0032810F	F	sterol response element binding
0046966F	F	thyroid hormone receptor binding
0065008P	P	regulation of biological quality
0040029P	P	regulation of gene expression, epigenetic
0009743P	P	response to carbohydrate
0070542P	P	response to fatty acid
0097066P	P	response to thyroid hormone
0009317C	C	acetyl-CoA carboxylase complex
1905502F	F	acetyl-CoA binding
0016743F	F	carboxyl- or carbamoyltransferase activity
0006085P	P	acetyl-CoA biosynthetic process
0042759P	P	long-chain fatty acid biosynthetic process
0006998P	P	nuclear envelope organization
0006606P	P	protein import into nucleus
0003995F	F	acyl-CoA dehydrogenase activity
0050660F	F	flavin adenine dinucleotide binding
0004466F	F	long-chain-acyl-CoA dehydrogenase activity
0070991F	F	medium-chain-acyl-CoA dehydrogenase activity
0001676P	P	long-chain fatty acid metabolic process
0051791P	P	medium-chain fatty acid metabolic process
0032981P	P	mitochondrial respiratory chain complex I assembly
0000062F	F	fatty-acyl-CoA binding
0016401F	F	palmitoyl-CoA oxidase activity
0042413P	P	carnitine catabolic process
0019254P	P	carnitine metabolic process, CoA-linked
0044242P	P	cellular lipid catabolic process
0033539P	P	fatty acid beta-oxidation using acyl-CoA dehydrogenase
0045717P	P	negative regulation of fatty acid biosynthetic process
0090181P	P	regulation of cholesterol metabolic process
0009062P	P	fatty acid catabolic process
0009409P	P	response to cold
0055007P	P	cardiac muscle cell differentiation
0006111P	P	regulation of gluconeogenesis
0045329P	P	carnitine biosynthetic process
0051793P	P	medium-chain fatty acid catabolic process
0009437P	P	carnitine metabolic process
0006082P	P	organic acid metabolic process
0004085F	F	butyryl-CoA dehydrogenase activity
0030855P	P	epithelial cell differentiation
0015980P	P	energy derivation by oxidation of organic compounds
0004871F	F	signal transducer activity
0036010P	P	protein localization to endosome
0080025F	F	phosphatidylinositol-3,5-bisphosphate binding
0017137F	F	Rab GTPase binding
0001726C	C	ruffle
0030029P	P	actin filament-based process
0017040F	F	ceramidase activity
0046512P	P	sphingosine biosynthetic process
0046514P	P	ceramide catabolic process
0006665P	P	sphingolipid metabolic process
0008521F	F	acetyl-CoA transporter activity
0015295F	F	solute
0008289F	F	lipid binding
0030242P	P	autophagy of peroxisome
0006637P	P	acyl-CoA metabolic process
0102391F	F	decanoate--CoA ligase activity
0004467F	F	long-chain fatty acid-CoA ligase activity
0031957F	F	very long-chain fatty acid-CoA ligase activity
0035338P	P	long-chain fatty-acyl-CoA biosynthetic process
0047617F	F	acyl-CoA hydrolase activity
0019915P	P	lipid storage
0042049P	P	cellular acyl-CoA homeostasis
0097038C	C	perinuclear endoplasmic reticulum
0030156F	F	benzodiazepine receptor binding
0036042F	F	long-chain fatty acyl-CoA binding
0036151P	P	phosphatidylcholine acyl-chain remodeling
0008021C	C	synaptic vesicle
0001942P	P	hair follicle development
0021670P	P	lateral ventricle development
0032228P	P	regulation of synaptic transmission, GABAergic
0015909P	P	long-chain fatty acid transport
0034707C	C	chloride channel complex
0005254F	F	chloride channel activity
0005230F	F	extracellular ligand-gated ion channel activity
0042734C	C	presynaptic membrane
0009570C	C	chloroplast stroma
0009815F	F	1-aminocyclopropane-1-carboxylate oxidase activity
0031418F	F	L-ascorbic acid binding
0006952P	P	defense response
0016627F	F	oxidoreductase activity, acting on the CH-CH group of donors
0017099F	F	very-long-chain-acyl-CoA dehydrogenase activity
0016937F	F	short-branched-chain-acyl-CoA dehydrogenase activity
0000784C	C	nuclear chromosome, telomeric region
0000783C	C	nuclear telomere cap complex
0070187C	C	shelterin complex
0070182F	F	DNA polymerase binding
0044877F	F	macromolecular complex binding
0042162F	F	telomeric DNA binding
0030326P	P	embryonic limb morphogenesis
0070200P	P	establishment of protein localization to telomere
0032211P	P	negative regulation of telomere maintenance via telomerase
0060381P	P	positive regulation of single-stranded telomeric DNA binding
0051973P	P	positive regulation of telomerase activity
0032212P	P	positive regulation of telomere maintenance via telomerase
0031848P	P	protection from non-homologous end joining at telomere
0070198P	P	protein localization to chromosome, telomeric region
0035282P	P	segmentation
0001501P	P	skeletal system development
0032202P	P	telomere assembly
0016233P	P	telomere capping
0000723P	P	telomere maintenance
0001655P	P	urogenital system development
0043083C	C	synaptic cleft
0003990F	F	acetylcholinesterase activity
0006581P	P	acetylcholine catabolic process
0001507P	P	acetylcholine catabolic process in synaptic cleft
0004180F	F	carboxypeptidase activity
0004175F	F	endopeptidase activity
0008237F	F	metallopeptidase activity
0008241F	F	peptidyl-dipeptidase activity
0003051P	P	angiotensin-mediated drinking behavior
0060452P	P	positive regulation of cardiac muscle contraction
1903598P	P	positive regulation of gap junction assembly
0032800P	P	receptor biosynthetic process
0046813P	P	receptor-mediated virion attachment to host cell
0004181F	F	metallocarboxypeptidase activity
0002005P	P	angiotensin catabolic process in blood
0002003P	P	angiotensin maturation
2000379P	P	positive regulation of reactive oxygen species metabolic process
0097746P	P	regulation of blood vessel diameter
0001817P	P	regulation of cytokine production
0050727P	P	regulation of inflammatory response
0003081P	P	regulation of systemic arterial blood pressure by renin-angiotensin
0046718P	P	viral entry into host cell
0000987F	F	core promoter proximal region sequence-specific DNA binding
0000982F	F	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding
0060196P	P	positive regulation of antisense RNA transcription
2001043P	P	positive regulation of cell separation after cytokinesis
0000083P	P	regulation of transcription involved in G1/S transition of mitotic cell cycle
0009514C	C	glyoxysome
0005773C	C	vacuole
0004451F	F	isocitrate lyase activity
0046421F	F	methylisocitrate lyase activity
0006097P	P	glyoxylate cycle
0006099P	P	tricarboxylic acid cycle
0006567P	P	threonine catabolic process
0019629P	P	propionate catabolic process, 2-methylcitrate cycle
0071633F	F	dihydroceramidase activity
0071277P	P	cellular response to calcium ion
0008544P	P	epidermis development
0010446P	P	response to alkaline pH
0030148P	P	sphingolipid biosynthetic process
0006919P	P	activation of cysteine-type endopeptidase activity involved in apoptotic process
0033629P	P	negative regulation of cell adhesion mediated by integrin
0001953P	P	negative regulation of cell-matrix adhesion
0090285P	P	negative regulation of protein glycosylation in Golgi
0010942P	P	positive regulation of cell death
0032526P	P	response to retinoic acid
0070774F	F	phytoceramidase activity
0071602P	P	phytosphingosine biosynthetic process
0004222F	F	metalloendopeptidase activity
0002027P	P	regulation of heart rate
0001540F	F	amyloid-beta binding
0042135P	P	neurotransmitter catabolic process
0071405P	P	cellular response to methanol
0030239P	P	myofibril assembly
0009749P	P	response to glucose
0004104F	F	cholinesterase activity
0043199F	F	sulfate binding
0042426P	P	choline catabolic process
0005605C	C	basal lamina
0042166F	F	acetylcholine binding
0005518F	F	collagen binding
0043236F	F	laminin binding
0042982P	P	amyloid precursor protein metabolic process
0032223P	P	negative regulation of synaptic transmission, cholinergic
0042136P	P	neurotransmitter biosynthetic process
0045212P	P	neurotransmitter receptor biosynthetic process
0002076P	P	osteoblast development
0031623P	P	receptor internalization
0001919P	P	regulation of receptor recycling
0060041P	P	retina development in camera-type eye
0007416P	P	synapse assembly
0007552P	P	metamorphosis
0009609P	P	response to symbiotic bacterium
0007291P	P	sperm individualization
0007289P	P	spermatid nucleus differentiation
0031711F	F	bradykinin receptor binding
0031404F	F	chloride ion binding
0008238F	F	exopeptidase activity
0070573F	F	metallodipeptidase activity
0031434F	F	mitogen-activated protein kinase kinase binding
0008240F	F	tripeptidyl-peptidase activity
0050435P	P	amyloid-beta metabolic process
0050482P	P	arachidonic acid secretion
0001974P	P	blood vessel remodeling
0071838P	P	cell proliferation in bone marrow
0060047P	P	heart contraction
0060218P	P	hematopoietic stem cell differentiation
0042447P	P	hormone catabolic process
0001822P	P	kidney development
0032943P	P	mononuclear cell proliferation
1903597P	P	negative regulation of gap junction assembly
0032091P	P	negative regulation of protein binding
0002446P	P	neutrophil mediated immunity
2000170P	P	positive regulation of peptidyl-cysteine S-nitrosylation
1900086P	P	positive regulation of peptidyl-tyrosine autophosphorylation
0003084P	P	positive regulation of systemic arterial blood pressure
0010608P	P	posttranscriptional regulation of gene expression
0060177P	P	regulation of angiotensin metabolic process
0008217P	P	regulation of blood pressure
1902033P	P	regulation of hematopoietic stem cell proliferation
0002019P	P	regulation of renal output by angiotensin
0014910P	P	regulation of smooth muscle cell migration
0008233F	F	peptidase activity
0022848F	F	acetylcholine-gated cation-selective channel activity
0005262F	F	calcium channel activity
0005892C	C	acetylcholine-gated channel complex
0050910P	P	detection of mechanical stimulus involved in sensory perception of sound
0042995C	C	cell projection
0034220P	P	ion transmembrane transport
0098655P	P	cation transmembrane transport
0017085P	P	response to insecticide
0008775F	F	acetate CoA-transferase activity
0003986F	F	acetyl-CoA hydrolase activity
0006083P	P	acetate metabolic process
0019679P	P	propionate metabolic process, methylcitrate cycle
0040011P	P	locomotion
0006937P	P	regulation of muscle contraction
0043051P	P	regulation of pharyngeal pumping
0043067P	P	regulation of programmed cell death
0098703P	P	calcium ion import across plasma membrane
0098662P	P	inorganic cation transmembrane transport
0001508P	P	action potential
0030536P	P	larval feeding behavior
0048609P	P	multicellular organismal reproductive process
0043050P	P	pharyngeal pumping
1904000P	P	positive regulation of eating behavior
